YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2009,8,22,97.32,5.56,7.7,3.64,4.05,257.5,7.89,10.01,6.03,3.98,257.44
2009,8,23,97.27,4.1,5.2,3.25,1.95,149.81,6.16,7.77,4.66,3.11,149.44
2009,8,24,97.4,3.86,5.74,2.96,2.78,206.25,5.67,6.86,3.41,3.45,205.62
2009,8,25,97.58,4.43,6.03,3.23,2.8,329.44,6.61,8.97,4.45,4.52,329.12
2009,8,26,97.74,5.31,6.61,3.6,3.01,246.06,7.59,8.96,6.59,2.37,231.06
2009,8,27,97.72,4.75,6.26,3.16,3.09,245.75,6.68,8.59,5.7,2.9,245.38
2009,8,28,97.66,3.32,5.09,2.4,2.7,243.06,4.7,6.13,2.66,3.47,242.06
2009,8,29,97.8,3.32,5.78,1.45,4.33,229.5,4.66,6.75,1.59,5.16,229.0
2009,8,30,97.87,4.26,6.77,3.06,3.7,121.94,6.11,7.56,3.81,3.75,121.25
2009,8,31,97.87,5.13,7.82,3.06,4.76,206.62,7.38,9.7,4.41,5.28,206.56
2009,9,1,97.84,5.69,8.76,3.16,5.59,231.31,8.29,9.8,4.3,5.5,231.19
2009,9,2,97.76,5.17,7.48,2.92,4.56,286.69,7.62,8.73,5.07,3.66,286.62
2009,9,3,97.67,4.71,6.09,3.44,2.66,273.62,6.92,8.43,5.57,2.86,273.31
2009,9,4,97.77,3.52,4.78,2.69,2.09,287.69,5.35,7.41,3.09,4.32,287.06
2009,9,5,97.82,4.19,6.66,2.45,4.22,332.56,6.23,8.43,3.17,5.26,347.19
2009,9,6,97.63,4.18,7.16,1.33,5.83,290.31,6.05,9.2,1.83,7.37,290.31
2009,9,7,97.47,3.27,4.37,1.9,2.47,258.38,4.66,6.64,2.33,4.31,258.06
2009,9,8,97.62,2.88,4.09,1.68,2.41,188.5,4.05,5.14,1.91,3.23,187.94
2009,9,9,97.81,2.91,4.61,1.62,3.0,135.5,4.39,6.96,1.58,5.38,134.44
2009,9,10,97.76,4.23,6.69,2.98,3.7,125.81,6.28,7.67,4.49,3.18,125.62
2009,9,11,97.41,2.42,3.31,0.45,2.86,160.88,3.62,6.12,0.59,5.52,160.06
2009,9,12,97.59,5.43,7.62,2.86,4.76,296.31,7.77,8.41,5.17,3.24,296.25
2009,9,13,97.95,4.41,5.91,3.02,2.9,274.12,6.6,8.55,4.91,3.63,274.19
2009,9,14,98.05,5.69,7.61,4.02,3.59,9.69,8.3,9.69,5.87,3.81,10.12
2009,9,15,97.87,7.05,9.56,4.86,4.7,16.25,9.84,11.3,7.67,3.62,16.94
2009,9,16,97.77,6.29,8.67,4.32,4.34,169.75,9.04,10.56,5.89,4.68,170.06
2009,9,17,97.78,5.05,7.7,3.19,4.51,164.44,7.41,8.86,5.51,3.35,164.38
2009,9,18,97.73,3.39,4.8,2.12,2.68,167.0,5.35,8.98,2.49,6.49,166.75
2009,9,19,97.78,4.72,6.79,2.8,3.98,340.5,7.07,9.38,4.98,4.38,340.25
2009,9,20,97.79,3.45,4.92,2.09,2.83,210.06,5.1,8.01,3.11,4.9,209.75
2009,9,21,97.77,1.82,3.41,0.25,3.16,37.88,2.57,6.27,0.15,6.12,50.5
2009,9,22,97.85,4.23,6.7,2.39,4.3,74.56,6.26,10.18,2.34,7.84,74.94
2009,9,23,98.05,6.51,7.9,4.67,3.23,151.69,8.66,9.7,7.51,2.2,151.94
2009,9,24,97.93,5.87,7.82,4.04,3.78,126.0,8.23,9.05,7.44,1.62,96.25
2009,9,25,97.81,4.3,5.7,2.5,3.2,149.19,6.2,8.74,4.13,4.61,134.56
2009,9,26,97.77,3.16,4.2,2.39,1.81,206.38,4.9,7.19,2.41,4.78,191.0
2009,9,27,97.75,3.73,5.34,3.02,2.31,278.12,5.74,9.7,3.51,6.2,277.75
2009,9,28,97.81,5.59,7.0,4.12,2.88,58.5,8.26,10.33,6.52,3.81,58.75
2009,9,29,97.94,4.91,6.69,3.39,3.29,75.5,7.16,9.76,5.29,4.47,90.31
2009,9,30,97.88,3.97,4.68,2.81,1.87,129.81,6.09,8.22,4.08,4.14,129.38
2009,10,1,98.02,4.09,5.0,3.11,1.89,114.38,6.16,8.1,4.4,3.7,129.0
2009,10,2,98.04,3.36,3.86,2.42,1.44,151.75,5.11,7.22,3.73,3.48,166.88
2009,10,3,98.01,3.42,4.03,2.69,1.34,209.25,5.38,8.02,2.75,5.27,209.75
2009,10,4,97.97,4.6,5.65,3.45,2.2,52.75,7.17,10.37,4.88,5.49,38.25
2009,10,5,98.05,5.62,8.12,3.9,4.23,40.44,8.57,9.98,4.96,5.02,40.94
2009,10,6,98.05,5.89,7.96,4.02,3.95,195.88,8.27,10.18,5.95,4.23,195.88
2009,10,7,97.89,4.96,6.28,3.84,2.44,230.06,7.3,8.57,6.27,2.3,229.94
2009,10,8,97.75,4.28,5.6,3.34,2.27,316.31,6.51,7.68,5.36,2.32,301.69
2009,10,9,97.77,4.34,5.55,3.38,2.17,346.88,6.56,7.98,4.98,3.0,347.19
2009,10,10,97.79,4.02,5.22,2.7,2.52,351.56,5.99,7.66,4.53,3.12,351.75
2009,10,11,97.89,3.3,4.12,2.45,1.67,236.12,5.09,6.84,3.15,3.69,236.12
2009,10,12,97.96,3.17,3.96,2.38,1.59,300.5,4.95,7.01,2.34,4.67,300.12
2009,10,13,97.92,3.32,3.91,2.63,1.27,164.62,5.2,7.8,2.95,4.86,164.25
2009,10,14,97.9,3.46,4.54,2.27,2.28,67.44,5.5,7.77,2.81,4.95,67.62
2009,10,15,97.9,2.97,3.8,2.13,1.66,14.0,4.57,7.41,2.43,4.98,14.5
2009,10,16,97.86,2.7,3.81,1.35,2.46,35.31,4.28,7.58,1.44,6.14,37.12
2009,10,17,97.67,3.02,5.26,1.82,3.44,117.06,4.22,6.33,2.66,3.66,117.12
2009,10,18,97.51,2.36,3.95,1.49,2.46,132.44,3.12,5.02,2.09,2.94,132.56
2009,10,19,97.61,1.88,3.55,0.39,3.16,201.31,2.41,4.94,0.48,4.46,202.62
2009,10,20,97.88,3.66,6.46,0.3,6.15,311.5,5.59,9.63,0.41,9.23,312.88
2009,10,21,98.13,6.29,7.81,4.52,3.29,133.44,8.23,9.54,6.68,2.86,133.88
2009,10,22,98.2,5.37,6.73,3.64,3.09,219.06,7.39,8.76,6.1,2.66,219.25
2009,10,23,98.07,3.83,4.96,3.02,1.94,204.25,5.64,7.56,4.21,3.35,219.19
2009,10,24,97.71,2.66,4.05,1.09,2.96,170.19,3.7,5.05,1.16,3.88,170.06
2009,10,25,97.49,2.46,3.73,1.41,2.33,143.0,3.47,7.16,2.1,5.07,144.12
2009,10,26,97.59,4.43,5.95,3.3,2.65,176.88,6.71,8.13,5.5,2.63,177.12
2009,10,27,97.69,4.12,6.18,3.02,3.16,263.12,6.19,7.97,4.08,3.88,262.75
2009,10,28,97.72,4.16,6.73,2.95,3.78,308.56,6.27,7.54,3.74,3.79,308.5
2009,10,29,97.78,4.07,6.48,2.66,3.83,291.62,5.94,7.3,4.16,3.14,291.69
2009,10,30,97.93,3.52,6.52,2.25,4.28,273.19,4.91,7.31,3.64,3.67,273.19
2009,10,31,97.96,2.79,3.69,1.85,1.83,300.56,4.09,5.9,1.99,3.91,300.0
2009,11,1,97.8,5.01,7.72,2.98,4.73,285.69,7.27,8.88,5.17,3.7,285.69
2009,11,2,98.0,4.61,7.3,3.21,4.09,309.06,6.98,8.24,4.39,3.85,308.75
2009,11,3,98.2,1.96,3.35,1.06,2.28,288.19,2.91,6.68,1.1,5.59,287.62
2009,11,4,98.05,2.58,4.06,1.48,2.59,177.81,3.41,4.56,2.04,2.52,178.0
2009,11,5,98.15,2.0,3.55,0.47,3.09,60.25,2.81,6.12,0.59,5.52,59.44
2009,11,6,98.03,3.25,5.01,1.78,3.23,134.75,4.75,6.66,2.55,4.11,135.06
2009,11,7,97.8,2.1,3.5,0.66,2.84,179.44,2.8,5.0,0.9,4.1,179.38
2009,11,8,97.77,3.7,5.22,0.89,4.33,247.5,5.59,8.73,1.18,7.55,247.44
2009,11,9,98.08,3.56,4.29,2.61,1.67,136.69,5.62,7.78,3.78,4.0,121.94
2009,11,10,97.89,2.94,3.49,1.78,1.71,68.44,4.5,6.88,2.14,4.75,68.5
2009,11,11,97.68,3.08,4.2,1.54,2.66,238.69,4.76,8.15,1.73,6.41,238.94
2009,11,12,97.94,5.31,6.86,3.83,3.03,290.25,7.56,8.64,5.88,2.77,275.5
2009,11,13,98.25,5.56,7.38,3.91,3.46,348.38,7.72,8.82,5.66,3.16,348.5
2009,11,14,98.34,5.66,7.27,4.09,3.17,151.19,7.91,8.62,6.93,1.69,151.56
2009,11,15,98.19,6.1,8.06,3.92,4.14,221.19,8.57,9.24,7.23,2.02,206.69
2009,11,16,98.21,6.3,8.55,4.28,4.27,302.69,9.0,9.85,8.02,1.84,303.25
2009,11,17,98.34,5.45,7.84,3.77,4.06,335.94,8.07,8.84,6.41,2.43,336.31
2009,11,18,98.39,4.65,6.7,3.41,3.29,223.44,6.98,8.05,5.42,2.64,223.75
2009,11,19,98.37,3.64,4.38,3.05,1.33,237.56,5.79,7.58,3.93,3.66,237.81
2009,11,20,98.49,4.57,6.48,3.33,3.15,282.44,7.11,8.59,4.79,3.8,282.75
2009,11,21,98.58,5.34,7.59,3.79,3.8,126.06,8.09,9.08,5.67,3.41,111.62
2009,11,22,98.3,4.29,6.0,2.9,3.1,190.56,6.45,8.1,4.84,3.27,190.88
2009,11,23,98.13,2.67,4.27,0.51,3.76,308.44,4.55,8.29,0.56,7.73,307.19
2009,11,24,98.14,5.29,6.88,3.89,2.99,310.75,7.95,8.78,6.02,2.76,311.19
2009,11,25,98.23,4.29,5.91,3.34,2.57,322.25,6.52,8.27,4.56,3.71,322.69
2009,11,26,98.3,3.47,4.86,2.18,2.68,317.94,5.38,8.16,2.88,5.29,318.12
2009,11,27,98.39,4.91,7.41,3.81,3.6,338.19,7.62,8.4,5.2,3.2,338.69
2009,11,28,98.65,4.73,6.55,3.38,3.17,23.38,7.38,8.62,5.02,3.61,23.88
2009,11,29,98.73,5.07,7.24,3.8,3.44,51.12,7.52,9.05,5.08,3.98,51.5
2009,11,30,98.57,4.48,6.25,3.38,2.88,89.81,7.07,8.67,4.48,4.2,90.25
2009,12,1,98.33,2.93,4.25,1.77,2.48,185.06,4.67,7.56,1.77,5.8,185.69
2009,12,2,98.1,3.09,5.61,0.78,4.82,297.12,4.35,6.45,1.1,5.34,296.88
2009,12,3,98.18,4.3,6.16,3.02,3.14,308.25,6.52,7.59,4.8,2.79,308.38
2009,12,4,98.25,3.09,3.89,2.21,1.68,327.0,4.7,6.94,3.24,3.7,326.94
2009,12,5,98.13,2.85,4.62,1.5,3.12,300.12,4.2,6.38,1.55,4.82,300.25
2009,12,6,97.99,4.46,7.69,1.41,6.27,261.5,6.55,8.77,1.93,6.85,261.5
2009,12,7,98.06,5.39,7.41,4.05,3.35,303.5,8.16,8.67,6.33,2.35,304.12
2009,12,8,98.4,3.73,4.64,2.8,1.84,328.75,5.87,8.53,3.79,4.74,328.94
2009,12,9,98.2,3.04,3.82,2.27,1.55,307.56,4.86,6.55,2.59,3.97,307.88
2009,12,10,98.0,3.55,5.06,2.52,2.54,295.19,5.3,6.56,3.87,2.69,295.5
2009,12,11,97.84,4.76,7.23,2.53,4.7,258.19,7.05,8.45,3.88,4.56,258.25
2009,12,12,98.08,3.79,5.2,2.47,2.73,274.19,5.67,8.11,3.71,4.4,274.62
2009,12,13,98.44,1.76,2.7,0.88,1.82,303.56,2.34,4.18,1.02,3.16,303.81
2009,12,14,98.41,1.03,2.15,0.19,1.96,87.44,1.27,2.53,0.27,2.27,87.94
2009,12,15,98.1,2.68,5.31,0.45,4.87,183.5,4.05,10.12,0.61,9.52,183.81
2009,12,16,97.77,6.63,10.63,3.73,6.9,238.88,9.77,12.45,7.39,5.05,239.12
2009,12,17,98.08,5.12,7.95,3.57,4.38,284.56,7.92,9.13,6.82,2.31,285.0
2009,12,18,98.31,2.55,4.17,0.55,3.62,273.5,3.91,7.51,0.74,6.77,273.75
2009,12,19,98.32,2.09,3.09,0.57,2.52,196.44,2.84,4.78,0.73,4.05,196.56
2009,12,20,98.28,3.12,4.48,1.2,3.29,186.0,4.59,7.47,1.64,5.83,186.19
2009,12,21,98.24,3.99,4.85,3.12,1.73,257.81,6.3,9.45,3.29,6.16,257.81
2009,12,22,98.56,6.11,8.31,4.27,4.03,323.19,8.99,10.24,7.8,2.45,323.75
2009,12,23,98.65,4.87,6.52,3.31,3.21,135.38,7.26,8.63,5.68,2.95,135.81
2009,12,24,98.54,3.53,5.23,2.12,3.1,114.88,5.3,7.84,3.31,4.53,115.38
2009,12,25,98.55,2.6,3.57,1.91,1.66,173.56,3.85,6.3,2.04,4.27,174.25
2009,12,26,98.46,3.35,4.85,2.47,2.38,235.19,4.95,7.33,3.12,4.2,235.44
2009,12,27,98.3,2.12,3.47,0.85,2.62,121.88,3.01,5.76,1.12,4.63,122.38
2009,12,28,98.06,2.68,4.09,0.96,3.13,202.31,3.96,8.08,1.28,6.8,202.25
2009,12,29,98.18,5.09,7.21,3.33,3.88,319.06,7.77,8.45,6.54,1.91,319.31
2009,12,30,98.26,4.52,6.23,3.41,2.83,306.62,6.99,8.3,4.83,3.47,307.0
2009,12,31,98.4,3.84,5.38,2.77,2.61,310.56,5.8,7.12,4.27,2.86,310.94
2010,1,1,98.46,1.89,2.97,1.04,1.92,179.88,2.62,4.75,1.12,3.64,179.81
2010,1,2,98.32,2.39,4.63,0.38,4.25,217.81,3.26,5.83,0.48,5.34,217.88
2010,1,3,98.25,3.12,4.28,2.09,2.19,307.44,4.75,8.42,2.2,6.23,307.5
2010,1,4,98.39,4.26,5.71,3.57,2.13,323.31,6.8,8.09,4.51,3.59,308.62
2010,1,5,98.4,4.36,5.67,3.54,2.13,181.31,6.93,8.16,4.79,3.38,181.62
2010,1,6,98.35,2.38,3.43,1.23,2.2,139.06,3.43,6.64,1.41,5.23,139.25
2010,1,7,98.39,1.91,3.67,0.34,3.33,199.38,2.7,6.36,0.41,5.95,201.19
2010,1,8,98.46,3.16,4.01,1.85,2.16,57.56,4.76,6.59,2.02,4.58,58.0
2010,1,9,98.47,2.56,3.49,2.02,1.48,83.06,3.48,5.93,2.69,3.24,83.06
2010,1,10,98.39,1.95,3.09,0.17,2.91,195.06,2.7,4.66,0.21,4.45,195.25
2010,1,11,98.35,2.35,3.3,1.64,1.66,265.38,3.23,5.31,2.12,3.19,264.94
2010,1,12,98.07,2.41,3.38,1.09,2.3,180.25,3.65,5.69,1.2,4.48,179.25
2010,1,13,98.04,2.95,4.96,1.13,3.83,289.19,3.96,5.95,1.59,4.36,289.06
2010,1,14,98.24,2.6,4.28,1.3,2.98,285.19,3.53,4.77,1.62,3.15,285.19
2010,1,15,98.29,1.8,2.98,0.42,2.56,220.62,2.28,3.85,0.53,3.33,220.56
2010,1,16,98.11,2.04,3.27,0.41,2.86,162.62,2.63,4.24,0.52,3.73,162.94
2010,1,17,97.97,4.16,5.73,2.98,2.76,241.62,6.08,9.08,3.8,5.29,241.12
2010,1,18,98.06,5.84,9.09,3.29,5.8,283.44,8.42,10.4,6.55,3.85,283.69
2010,1,19,98.23,3.92,5.38,2.38,3.0,275.19,5.83,7.38,3.82,3.55,275.62
2010,1,20,98.31,4.44,7.45,2.74,4.71,279.44,6.6,8.3,4.63,3.67,279.38
2010,1,21,98.64,2.24,3.8,0.59,3.22,241.12,3.11,4.72,0.72,4.0,240.69
2010,1,22,98.46,2.77,3.81,1.69,2.12,195.75,3.82,6.35,2.38,3.98,196.19
2010,1,23,98.38,3.79,5.59,2.94,2.66,294.75,6.02,8.32,3.24,5.07,294.56
2010,1,24,98.35,3.86,7.62,0.18,7.45,253.62,5.71,8.96,0.23,8.73,253.69
2010,1,25,98.7,4.17,5.58,3.3,2.27,317.69,6.44,7.98,4.09,3.88,317.81
2010,1,26,98.81,3.96,5.47,2.95,2.52,36.31,6.22,7.56,4.02,3.54,36.44
2010,1,27,98.42,2.07,3.79,0.27,3.52,108.44,3.2,6.49,0.35,6.14,108.69
2010,1,28,97.88,4.15,6.36,1.9,4.45,232.31,5.94,8.68,2.65,6.03,232.62
2010,1,29,97.6,5.32,8.27,1.74,6.52,182.94,7.82,12.65,2.39,10.25,183.44
2010,1,30,97.58,5.52,8.37,1.16,7.21,228.81,7.63,12.61,1.92,10.68,229.19
2010,1,31,97.94,3.76,5.45,2.51,2.93,289.56,5.78,8.58,3.12,5.47,289.38
2010,2,1,98.19,4.56,6.86,3.66,3.2,221.12,7.05,8.36,5.24,3.12,221.44
2010,2,2,98.06,4.01,6.09,2.32,3.77,333.06,6.3,7.55,2.67,4.89,333.0
2010,2,3,98.28,6.74,9.23,3.94,5.3,324.38,9.48,10.66,7.3,3.38,324.75
2010,2,4,98.65,5.38,7.73,3.6,4.12,336.25,7.92,9.18,6.36,2.83,336.5
2010,2,5,98.61,4.35,6.86,2.71,4.15,282.94,6.7,8.25,2.95,5.3,282.88
2010,2,6,98.54,3.66,5.01,2.59,2.41,113.31,5.56,7.77,3.02,4.76,113.38
2010,2,7,98.34,2.52,3.65,1.03,2.62,161.62,3.57,6.16,1.09,5.05,161.69
2010,2,8,97.93,4.93,7.28,3.39,3.89,211.38,7.58,9.06,5.89,3.17,211.69
2010,2,9,97.87,4.04,5.44,2.07,3.37,240.0,6.13,10.24,2.95,7.29,240.0
2010,2,10,97.9,3.95,6.04,2.29,3.75,153.69,5.58,8.3,3.3,4.99,154.0
2010,2,11,97.72,4.78,7.8,2.17,5.62,212.5,7.14,9.38,3.21,6.16,212.88
2010,2,12,98.0,2.24,3.81,0.93,2.88,143.69,2.95,4.44,1.24,3.2,144.25
2010,2,13,98.05,2.69,3.82,0.9,2.92,150.56,3.69,5.84,1.18,4.66,150.81
2010,2,14,97.8,1.74,2.94,0.55,2.39,136.31,2.31,4.38,0.69,3.7,136.25
2010,2,15,97.63,2.81,4.13,1.29,2.85,184.19,3.73,5.02,1.74,3.27,184.44
2010,2,16,97.79,2.41,4.16,0.48,3.66,167.62,3.39,6.41,0.63,5.78,168.0
2010,2,17,97.89,3.11,4.85,1.8,3.06,183.94,4.2,6.22,2.5,3.71,184.06
2010,2,18,98.03,3.3,4.15,2.58,1.57,251.19,4.98,7.14,2.8,4.34,251.0
2010,2,19,98.19,3.29,4.13,2.34,1.8,26.12,5.0,6.84,2.47,4.38,26.31
2010,2,20,98.04,2.94,4.82,1.6,3.22,139.56,4.3,6.7,1.91,4.79,140.31
2010,2,21,97.86,5.48,8.23,3.84,4.39,249.94,8.29,9.66,5.34,4.3,249.88
2010,2,22,98.11,5.29,7.5,3.45,4.05,95.19,7.59,8.69,6.1,2.58,95.62
2010,2,23,98.03,4.48,6.25,2.96,3.29,94.69,6.67,8.05,5.29,2.77,94.81
2010,2,24,97.67,2.36,3.21,1.44,1.77,187.19,3.45,6.19,1.45,4.74,186.38
2010,2,25,97.41,6.73,10.99,1.05,9.95,274.38,8.69,13.1,1.39,11.71,274.44
2010,2,26,97.9,6.4,8.78,3.92,4.86,300.44,8.98,10.94,7.12,3.82,300.75
2010,2,27,98.05,4.19,5.34,2.81,2.52,282.81,6.41,8.02,4.67,3.34,283.31
2010,2,28,97.95,6.34,9.54,4.25,5.29,281.75,9.24,11.14,6.59,4.55,281.94
2010,3,1,98.36,3.95,5.46,2.5,2.96,314.75,5.73,8.2,3.92,4.27,314.94
2010,3,2,98.41,2.31,3.34,0.58,2.77,301.69,3.42,5.48,0.68,4.8,301.81
2010,3,3,98.23,4.74,6.52,2.44,4.09,302.94,7.17,8.91,3.58,5.33,302.94
2010,3,4,98.33,3.49,4.66,1.86,2.79,57.69,5.14,8.43,2.71,5.72,42.62
2010,3,5,98.07,2.55,4.53,0.38,4.16,225.69,3.42,5.43,0.49,4.94,226.12
2010,3,6,98.1,2.91,3.93,1.09,2.84,125.31,4.66,7.98,1.02,6.95,138.69
2010,3,7,98.14,3.27,4.91,1.92,2.99,68.75,4.78,7.38,3.0,4.38,69.12
2010,3,8,97.84,4.8,7.78,2.99,4.8,153.88,7.02,8.89,4.55,4.34,154.0
2010,3,9,97.68,3.45,4.82,1.81,3.01,205.75,5.02,6.34,2.88,3.47,206.44
2010,3,10,97.8,3.02,5.18,1.91,3.27,130.69,4.1,5.85,2.78,3.07,131.25
2010,3,11,97.84,3.48,5.01,1.93,3.07,150.12,4.98,7.57,2.83,4.73,150.31
2010,3,12,97.75,3.11,4.45,1.24,3.2,152.19,4.35,6.2,1.7,4.51,152.25
2010,3,13,97.48,3.09,4.9,1.1,3.8,165.94,4.09,5.92,1.48,4.45,166.25
2010,3,14,97.2,3.45,5.32,1.68,3.64,205.44,4.8,6.8,2.37,4.43,205.31
2010,3,15,97.38,6.62,8.8,4.16,4.64,270.88,9.31,10.48,7.69,2.79,270.88
2010,3,16,98.17,7.19,9.1,5.12,3.98,294.56,9.15,10.45,8.04,2.41,294.88
2010,3,17,98.43,7.35,9.22,5.64,3.58,227.38,9.26,10.9,7.36,3.55,212.62
2010,3,18,98.8,7.91,10.11,5.82,4.28,290.88,10.12,11.68,7.67,4.01,291.38
2010,3,19,98.87,6.55,8.55,4.66,3.89,249.88,8.84,10.59,7.33,3.27,250.44
2010,3,20,98.74,6.9,8.88,4.72,4.17,280.44,9.39,10.55,7.23,3.32,266.12
2010,3,21,98.52,6.24,8.53,4.51,4.02,217.75,8.76,10.02,7.59,2.43,203.62
2010,3,22,98.13,7.08,9.4,4.38,5.02,341.31,9.59,10.92,8.18,2.74,342.19
2010,3,23,97.91,5.85,7.1,3.74,3.36,341.38,8.21,10.24,6.73,3.52,342.06
2010,3,24,97.9,4.39,5.1,3.36,1.74,337.62,6.81,9.44,4.43,5.01,337.88
2010,3,25,98.1,4.6,7.12,2.83,4.29,184.56,6.84,8.45,4.09,4.36,169.69
2010,3,26,98.11,5.99,8.98,3.07,5.91,320.75,8.2,10.64,5.04,5.6,320.81
2010,3,27,98.12,4.23,6.08,2.69,3.39,331.56,6.06,8.78,4.04,4.74,331.69
2010,3,28,98.12,2.82,3.47,2.08,1.38,315.44,4.08,5.77,2.28,3.48,315.69
2010,3,29,98.15,3.98,5.38,2.93,2.45,303.75,5.88,8.96,3.14,5.82,302.69
2010,3,30,98.44,4.2,5.43,3.15,2.29,178.88,6.38,7.8,4.2,3.6,178.69
2010,3,31,98.46,4.02,5.77,3.05,2.72,85.81,5.91,6.76,3.74,3.02,86.0
2010,4,1,98.27,4.11,5.77,2.99,2.77,20.31,6.21,8.85,3.27,5.57,20.75
2010,4,2,97.93,3.43,5.85,1.16,4.7,52.81,5.12,8.39,1.58,6.81,53.25
2010,4,3,97.73,4.47,8.07,3.26,4.81,103.0,6.73,12.25,3.63,8.62,104.25
2010,4,4,97.95,6.42,7.52,5.19,2.34,154.5,9.09,10.97,7.53,3.44,140.12
2010,4,5,98.15,5.93,6.88,4.07,2.81,306.5,8.3,9.87,7.2,2.66,306.75
2010,4,6,97.99,5.03,6.52,3.75,2.77,316.0,7.49,9.99,5.28,4.71,316.31
2010,4,7,98.03,5.71,7.84,3.96,3.88,257.44,8.07,9.48,6.76,2.72,257.5
2010,4,8,98.15,5.02,6.84,3.29,3.55,203.81,7.01,8.23,6.02,2.2,203.75
2010,4,9,98.14,2.87,3.52,2.12,1.39,93.62,4.27,6.15,2.3,3.84,92.94
2010,4,10,97.62,4.18,6.22,2.2,4.02,191.44,5.96,9.28,3.27,6.02,192.0
2010,4,11,97.3,7.44,10.76,5.01,5.75,254.81,10.37,12.3,7.85,4.45,254.31
2010,4,12,97.77,5.55,6.99,3.59,3.4,278.06,7.62,8.45,6.54,1.91,277.94
2010,4,13,98.03,4.1,5.3,2.94,2.37,207.69,6.02,7.72,4.96,2.76,207.44
2010,4,14,97.81,2.41,3.57,0.71,2.86,97.31,3.43,5.45,0.66,4.78,96.44
2010,4,15,97.57,3.86,6.36,2.46,3.89,205.19,5.35,7.9,3.69,4.22,205.38
2010,4,16,97.65,4.66,9.14,2.29,6.85,313.25,6.59,10.65,3.37,7.28,312.81
2010,4,17,97.91,3.42,4.45,2.09,2.35,99.75,5.1,7.12,2.5,4.62,99.06
2010,4,18,98.01,2.61,3.54,1.09,2.45,71.94,3.8,6.11,0.99,5.12,85.69
2010,4,19,97.79,2.82,4.06,1.43,2.63,107.38,4.12,6.16,1.45,4.71,106.5
2010,4,20,97.53,2.85,5.55,1.34,4.21,234.81,3.77,6.08,1.86,4.22,234.38
2010,4,21,97.64,6.07,7.81,3.9,3.91,239.31,8.01,9.18,7.1,2.08,239.06
2010,4,22,97.99,5.76,8.51,3.95,4.55,257.38,7.92,9.68,6.88,2.8,257.19
2010,4,23,98.26,4.41,5.81,3.21,2.6,15.31,6.4,8.7,3.95,4.75,15.56
2010,4,24,98.11,3.75,5.12,3.13,1.98,133.81,5.71,7.8,3.35,4.45,134.19
2010,4,25,97.82,4.17,6.45,2.57,3.88,196.5,6.32,9.72,2.87,6.86,196.69
2010,4,26,97.7,3.56,4.46,2.9,1.56,183.12,5.23,6.98,3.3,3.66,183.19
2010,4,27,97.73,4.67,7.0,2.07,4.92,229.25,6.38,10.18,2.98,7.2,228.88
2010,4,28,98.02,5.09,7.58,2.77,4.8,241.19,6.88,8.7,5.5,3.2,241.12
2010,4,29,97.92,3.73,4.98,1.6,3.38,243.38,5.02,7.7,2.42,5.28,243.44
2010,4,30,97.76,5.02,7.57,2.95,4.62,303.94,7.18,8.98,5.55,3.43,303.69
2010,5,1,97.85,5.91,8.81,3.69,5.12,314.81,8.38,10.17,5.35,4.82,314.75
2010,5,2,98.06,4.03,6.01,2.91,3.09,262.31,6.15,7.76,3.98,3.77,261.94
2010,5,3,97.91,3.6,5.59,2.34,3.24,334.75,5.05,6.45,2.8,3.64,334.62
2010,5,4,97.73,3.87,5.32,2.78,2.54,262.0,5.89,7.75,3.21,4.53,262.0
2010,5,5,97.59,3.85,5.41,2.44,2.98,220.31,5.84,7.65,2.77,4.88,205.38
2010,5,6,97.49,2.99,3.93,1.06,2.87,138.5,4.41,7.03,1.27,5.76,153.06
2010,5,7,97.39,2.06,3.03,0.6,2.43,131.06,2.86,4.78,0.69,4.09,144.44
2010,5,8,97.4,2.12,3.55,0.65,2.91,173.38,3.0,6.03,0.88,5.16,172.25
2010,5,9,97.11,3.81,5.83,2.47,3.35,178.44,5.53,10.41,3.84,6.56,178.88
2010,5,10,97.27,7.1,8.84,4.94,3.91,302.62,9.54,10.55,8.69,1.87,303.0
2010,5,11,97.58,5.06,6.31,3.42,2.88,254.62,7.13,9.05,5.91,3.13,254.38
2010,5,12,97.67,4.33,6.66,3.11,3.55,236.19,6.34,8.46,3.52,4.95,250.88
2010,5,13,97.74,4.63,7.34,2.65,4.7,198.81,6.59,8.27,3.07,5.2,198.81
2010,5,14,97.69,4.55,7.74,2.7,5.05,36.19,6.45,8.84,3.62,5.22,36.06
2010,5,15,97.65,4.11,5.59,3.16,2.43,49.12,6.47,9.43,3.93,5.5,49.75
2010,5,16,97.58,5.24,12.27,2.39,9.88,73.81,7.62,15.18,3.59,11.59,73.5
2010,5,17,97.68,7.62,10.49,5.6,4.9,142.19,9.38,12.94,6.59,6.34,128.5
2010,5,18,97.87,8.56,10.4,6.66,3.75,348.38,10.4,11.84,9.36,2.48,348.75
2010,5,19,98.06,7.61,9.68,5.93,3.76,208.38,9.73,11.05,8.23,2.82,208.62
2010,5,20,98.06,6.35,8.27,4.01,4.27,151.56,8.52,9.45,7.67,1.78,151.75
